Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,service_mean,satisfaction
Male,Loyal Customer,55,Business travel,Eco,5.703782474656201,1,3,3,3,1,1,1,1,1,1,4,2,4,1,3.828641396489095,3.9512437185814275,1.75,0
Female,Loyal Customer,37,Personal Travel,Business,7.644919344958857,1,3,0,4,1,4,3,1,1,0,1,2,1,2,0.0,0.0,1.4166666666666667,0
Female,Loyal Customer,49,Business travel,Eco,6.07993319509559,4,1,1,1,2,5,5,4,4,4,4,1,4,4,0.0,0.0,3.5,1
Female,Loyal Customer,43,Business travel,Eco,6.246106765481563,4,3,3,3,4,2,4,3,3,4,3,3,3,5,0.0,0.0,3.4166666666666665,1
Female,Loyal Customer,39,Personal Travel,Eco,4.624972813284271,3,5,3,1,1,3,1,1,5,3,5,5,5,1,0.0,0.0,3.0,0
Female,Loyal Customer,53,Personal Travel,Eco,8.23880116587155,3,4,3,3,3,5,5,4,4,4,5,5,5,5,0.0,0.0,4.25,0
Male,Loyal Customer,38,Personal Travel,Business,6.6039438246004725,4,4,4,4,3,5,5,1,1,4,1,5,1,3,2.772588722239781,4.418840607796598,3.0833333333333335,0
Male,Loyal Customer,42,Business travel,Eco,5.723585101952381,4,2,2,2,5,4,5,5,5,1,3,3,4,5,1.0986122886681098,0.0,3.8333333333333335,1
Male,Loyal Customer,41,Personal Travel,Eco,5.267858159063328,2,4,2,3,2,2,2,2,4,3,4,5,5,2,0.0,0.0,2.9166666666666665,0
Female,Loyal Customer,27,Business travel,Business,8.012680929706839,1,1,1,1,5,5,3,5,5,1,2,3,4,5,0.0,0.0,3.3333333333333335,1
Female,disloyal Customer,25,Business travel,Business,5.823045895483019,2,4,2,4,2,2,2,2,5,4,4,4,5,2,0.0,0.0,3.0,0
Female,Loyal Customer,20,Business travel,Business,8.28121766128665,3,3,3,3,4,4,4,4,3,1,3,2,3,4,0.0,0.0,3.1666666666666665,1
Female,disloyal Customer,26,Business travel,Business,6.248042874508429,3,4,3,3,2,3,2,2,4,4,5,4,5,2,0.0,0.0,3.25,0
Female,disloyal Customer,36,Business travel,Eco,5.755742213586912,4,3,4,2,2,4,4,2,3,3,4,1,3,2,2.5649493574615367,1.6094379124341003,3.0,0
Female,Loyal Customer,43,Business travel,Eco,6.661854740545311,3,5,5,5,5,2,3,3,3,3,3,1,3,1,2.3978952727983707,1.6094379124341003,2.9166666666666665,0
Female,disloyal Customer,40,Business travel,Eco,6.364750756851911,3,2,3,1,5,3,5,5,2,3,1,4,2,5,3.970291913552122,3.6888794541139363,3.4166666666666665,0
Male,Loyal Customer,40,Business travel,Business,7.764296006450518,1,1,1,1,5,3,3,1,1,1,1,4,1,4,3.295836866004329,3.091042453358316,2.1666666666666665,0
Male,Loyal Customer,46,Business travel,Business,4.875197323201151,1,1,1,1,2,5,5,4,4,4,4,4,4,5,0.0,0.0,3.5833333333333335,1
Female,disloyal Customer,54,Business travel,Business,7.088408778675395,4,4,4,4,5,4,5,5,5,3,4,3,5,5,4.48863636973214,4.219507705176107,4.333333333333333,0
Female,Loyal Customer,32,Personal Travel,Eco,6.858565034791365,3,4,3,3,2,3,2,2,1,1,4,2,4,2,2.9444389791664403,2.8903717578961645,2.4166666666666665,0
Female,Loyal Customer,47,Business travel,Eco,5.883322388488279,2,3,3,3,1,3,3,2,2,2,2,1,2,1,0.0,0.0,2.0,0
Female,Loyal Customer,42,Business travel,Business,8.201934351194222,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0.0,0.0,4.333333333333333,1
Female,Loyal Customer,8,Personal Travel,Eco,6.595780513961311,2,2,2,4,4,2,1,4,3,5,3,1,3,4,2.833213344056216,2.6390573296152584,2.8333333333333335,0
Female,disloyal Customer,22,Business travel,Business,5.8522024797744745,2,3,2,4,5,2,5,5,4,3,4,1,3,5,3.4011973816621555,3.1354942159291497,3.4166666666666665,0
Female,disloyal Customer,44,Business travel,Eco,6.591673732008658,4,4,4,3,2,4,2,2,2,2,3,1,3,2,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,31,Business travel,Business,7.832014180505469,2,2,2,2,4,4,4,4,4,5,4,4,4,4,0.0,0.0,3.75,1
Female,Loyal Customer,58,Personal Travel,Eco,6.318968113746434,1,5,1,3,5,5,5,2,2,1,2,5,2,5,0.0,0.6931471805599453,3.0,0
Male,Loyal Customer,19,Personal Travel,Eco,6.655440350367647,4,5,5,4,1,5,1,1,5,4,1,3,3,1,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,14,Personal Travel,Eco,6.990256500493881,2,1,2,3,4,2,4,4,3,4,4,3,3,4,2.6390573296152584,1.6094379124341003,3.25,0
Female,Loyal Customer,26,Personal Travel,Eco,7.275864600546533,3,5,3,2,2,3,2,2,3,4,4,5,4,2,3.5553480614894135,0.0,3.0833333333333335,0
Male,Loyal Customer,42,Personal Travel,Eco,6.656726524178391,2,3,2,4,2,2,3,2,5,3,3,3,4,2,3.295836866004329,3.1780538303479458,2.75,0
Male,Loyal Customer,19,Personal Travel,Eco,6.385194398997726,3,3,2,1,5,2,5,5,4,3,2,5,1,5,1.3862943611198906,2.833213344056216,3.5,0
Male,Loyal Customer,65,Personal Travel,Eco,6.480044561926653,2,2,2,3,3,2,5,3,3,4,2,3,2,3,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,40,Personal Travel,Eco,4.634728988229636,0,4,0,4,1,0,1,1,4,4,4,5,5,1,0.0,0.0,2.1666666666666665,1
Male,disloyal Customer,25,Business travel,Business,5.726847747587197,3,0,3,5,3,3,3,3,5,3,4,3,5,3,3.2188758248682006,3.295836866004329,3.4166666666666665,0
Female,Loyal Customer,55,Business travel,Business,6.70196036600254,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0.6931471805599453,0.0,4.083333333333333,1
Male,Loyal Customer,44,Business travel,Eco,5.5134287461649825,2,4,4,4,3,2,3,3,3,5,2,3,2,3,0.0,2.302585092994046,2.9166666666666665,0
Female,Loyal Customer,49,Business travel,Business,7.757478766584179,4,4,5,4,3,5,5,4,4,4,4,5,4,5,3.9512437185814275,3.5263605246161616,4.333333333333333,1
Male,Loyal Customer,50,Business travel,Business,7.468513271496337,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0.0,0.0,4.0,1
Male,Loyal Customer,19,Business travel,Business,7.415175109613295,3,2,2,2,3,3,3,3,1,1,3,3,4,3,0.0,0.0,2.6666666666666665,0
Female,Loyal Customer,55,Business travel,Business,4.634728988229636,3,3,5,3,4,1,5,3,3,4,4,3,3,1,0.0,0.0,3.25,1
Male,disloyal Customer,38,Business travel,Business,6.774223886357614,4,4,4,4,2,4,2,2,3,4,5,4,4,2,2.833213344056216,2.772588722239781,3.3333333333333335,1
Male,Loyal Customer,31,Business travel,Business,6.304448802421981,5,5,5,5,4,4,4,4,3,3,5,4,4,4,2.0794415416798357,0.0,4.083333333333333,1
Female,Loyal Customer,26,Personal Travel,Eco,6.812345094177479,3,4,3,4,2,3,2,2,2,3,5,1,1,2,0.0,0.0,2.4166666666666665,0
Male,Loyal Customer,60,Personal Travel,Eco,5.726847747587197,3,5,3,5,2,3,2,2,3,2,5,4,5,2,0.0,0.0,3.0,0
Male,Loyal Customer,37,Business travel,Business,8.089482474360754,3,2,2,2,3,3,3,4,4,3,4,3,3,3,5.393627546352362,5.337538079701318,3.1666666666666665,0
Female,disloyal Customer,25,Business travel,Eco,4.465908118654584,2,0,1,3,1,1,1,1,5,1,4,4,2,1,0.0,0.0,2.0,0
Male,Loyal Customer,33,Business travel,Business,8.07246736935477,3,3,3,3,4,4,4,4,5,3,4,4,5,4,0.0,0.0,3.9166666666666665,1
Female,Loyal Customer,34,Business travel,Business,6.618738983517219,5,5,3,5,3,1,2,5,5,5,5,4,5,2,2.302585092994046,0.0,3.75,1
Female,disloyal Customer,50,Business travel,Business,6.318968113746434,3,3,3,1,3,3,3,3,3,5,5,4,4,3,3.091042453358316,0.0,3.5,0
Female,disloyal Customer,42,Business travel,Eco,5.921578419643816,4,1,4,3,4,4,4,4,4,3,3,2,4,4,0.0,2.3978952727983707,3.6666666666666665,0
Female,Loyal Customer,49,Business travel,Business,7.4673710669175595,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0.0,0.0,4.5,1
Female,Loyal Customer,46,Business travel,Business,7.794411205726601,1,1,1,1,3,5,5,4,4,4,4,5,4,5,2.4849066497880004,2.8903717578961645,3.75,1
Male,Loyal Customer,51,Business travel,Business,8.224699561967235,2,2,2,2,3,5,4,4,4,4,4,4,4,5,3.091042453358316,2.9444389791664403,3.75,1
Female,disloyal Customer,27,Business travel,Eco,6.853299093186078,3,3,3,3,4,3,3,4,4,3,3,2,4,4,2.302585092994046,0.6931471805599453,3.3333333333333335,0
Male,Loyal Customer,24,Personal Travel,Eco Plus,6.825460036255307,2,3,2,4,4,2,4,4,3,2,3,3,3,4,0.0,1.791759469228055,3.0,0
Female,Loyal Customer,38,Business travel,Eco,6.519147287940395,3,1,1,1,3,3,3,3,3,5,4,1,3,3,2.995732273553991,2.3978952727983707,2.9166666666666665,0
Male,disloyal Customer,34,Business travel,Eco,6.582025138892826,2,2,2,3,3,2,3,3,3,3,3,4,3,3,0.0,0.0,2.8333333333333335,0
Male,disloyal Customer,18,Business travel,Eco,6.054439346269371,3,1,3,2,1,3,1,1,2,4,3,1,3,1,0.0,0.0,2.1666666666666665,0
Male,Loyal Customer,28,Business travel,Business,6.38856140554563,1,3,3,3,1,2,1,1,4,5,4,2,4,1,0.0,1.6094379124341003,2.4166666666666665,0
Female,disloyal Customer,21,Business travel,Eco,7.317876198626496,2,1,1,4,4,2,4,4,5,3,4,3,5,4,0.0,0.0,3.4166666666666665,0
Male,Loyal Customer,65,Personal Travel,Eco,6.198478716492308,4,0,4,1,2,4,2,2,5,2,5,4,5,2,0.0,3.4011973816621555,3.4166666666666665,0
Female,Loyal Customer,70,Personal Travel,Eco,6.7661917146603505,3,5,3,2,1,3,5,3,3,3,3,5,3,1,0.0,0.0,3.0,0
Female,disloyal Customer,36,Business travel,Eco,5.37989735354046,4,4,4,4,2,4,5,2,2,3,4,1,4,2,3.970291913552122,4.454347296253507,3.0833333333333335,0
Female,Loyal Customer,56,Business travel,Eco,6.6052979209482015,2,4,4,4,2,2,2,4,4,4,4,2,3,2,5.420534999272286,5.375278407684165,2.9166666666666665,0
Female,Loyal Customer,45,Personal Travel,Business,7.066466970136958,4,5,4,2,5,3,5,5,5,4,5,4,5,3,0.0,0.0,4.333333333333333,1
Male,Loyal Customer,30,Personal Travel,Business,6.670766320845874,2,4,2,4,3,2,3,3,5,5,4,4,4,3,0.0,0.0,3.3333333333333335,0
Male,disloyal Customer,19,Business travel,Eco,6.663132695990803,2,3,3,4,2,3,4,2,3,2,3,1,3,2,4.844187086458591,4.859812404361672,2.5,0
Female,Loyal Customer,21,Personal Travel,Eco,5.4638318050256105,3,5,3,1,5,3,3,5,5,4,5,4,4,5,0.0,0.0,4.083333333333333,0
Female,Loyal Customer,56,Business travel,Business,8.104401307921613,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0.6931471805599453,0.0,3.4166666666666665,1
Female,Loyal Customer,55,Business travel,Business,7.431299675155903,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3.091042453358316,2.3978952727983707,4.833333333333333,1
Female,disloyal Customer,30,Business travel,Eco,6.546785410760524,4,5,5,4,1,5,1,1,3,5,1,3,2,1,0.6931471805599453,1.0986122886681098,2.6666666666666665,0
Female,Loyal Customer,36,Business travel,Eco,6.647688373563329,5,4,4,4,5,5,5,5,5,2,2,1,2,5,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,21,Business travel,Eco Plus,6.184148890937483,1,2,2,2,1,1,1,1,2,4,2,1,2,1,4.276666119016055,4.0943445622221,1.5833333333333333,0
Female,Loyal Customer,26,Business travel,Business,6.699500340161678,5,5,5,5,5,5,5,5,4,2,4,4,5,5,0.0,0.0,4.5,1
Male,Loyal Customer,39,Business travel,Eco Plus,5.627621113690637,5,5,5,5,5,5,5,5,4,2,4,4,4,5,0.6931471805599453,2.833213344056216,4.416666666666667,1
Female,Loyal Customer,55,Business travel,Business,7.70210434005105,3,5,5,5,1,4,3,3,3,3,3,2,3,4,0.0,0.0,3.0833333333333335,0
Male,Loyal Customer,63,Personal Travel,Eco,6.803505257608338,2,3,2,3,1,2,1,1,1,2,2,4,3,1,0.0,0.0,1.8333333333333333,0
Female,Loyal Customer,31,Personal Travel,Eco,7.00033446027523,3,4,3,4,3,3,3,3,4,1,3,1,3,3,0.6931471805599453,0.0,2.75,0
Female,disloyal Customer,25,Business travel,Business,4.836281906951478,2,0,2,2,5,2,3,5,4,4,5,5,4,5,0.0,0.0,3.8333333333333335,0
Male,Loyal Customer,35,Business travel,Business,7.617759576608505,5,5,5,5,2,4,5,3,3,3,3,5,3,4,0.0,1.9459101490553132,3.75,1
Male,Loyal Customer,43,Business travel,Business,6.003887067106539,4,4,4,4,3,4,5,5,5,5,5,5,5,4,1.3862943611198906,0.0,4.5,1
Male,disloyal Customer,24,Business travel,Business,6.79794041297493,4,0,4,3,3,4,5,3,4,4,4,4,5,3,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,31,Personal Travel,Eco,6.598509028614515,0,5,0,2,1,0,1,1,4,4,4,1,4,1,0.0,0.0,1.75,1
Male,Loyal Customer,41,Business travel,Business,7.472500744737558,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0.0,0.0,4.333333333333333,1
Male,Loyal Customer,58,Business travel,Business,7.867871490396322,1,1,1,1,4,4,5,4,4,4,4,3,4,5,0.0,0.0,3.5833333333333335,1
Male,Loyal Customer,58,Business travel,Business,8.04237800517328,1,1,1,1,2,5,5,4,4,4,4,3,4,4,0.0,0.0,3.4166666666666665,1
Male,Loyal Customer,29,Personal Travel,Eco Plus,5.8971538676367405,1,1,1,2,4,1,4,4,3,2,3,4,2,4,0.0,0.0,2.75,0
Male,Loyal Customer,9,Personal Travel,Eco,7.095064377287131,3,4,4,4,2,4,2,2,3,4,4,2,4,2,0.0,0.0,3.0,0
Female,Loyal Customer,49,Business travel,Business,6.133398042996649,2,2,4,2,5,5,4,2,2,2,2,4,2,4,2.4849066497880004,0.0,3.1666666666666665,1
Male,Loyal Customer,12,Personal Travel,Eco,6.516193076042964,1,5,1,3,4,1,4,4,5,5,5,5,4,4,0.0,0.0,3.5833333333333335,0
Female,Loyal Customer,46,Business travel,Business,6.133398042996649,3,2,2,2,2,1,2,3,3,3,3,3,3,2,1.791759469228055,0.0,2.5,0
Male,Loyal Customer,66,Business travel,Business,7.9294865233142895,2,1,1,1,5,3,4,2,2,2,2,2,2,1,0.0,0.0,2.3333333333333335,0
Female,Loyal Customer,37,Business travel,Business,8.051340933292979,1,2,1,1,2,2,2,5,5,5,5,5,5,5,0.0,0.0,3.5833333333333335,1
Female,Loyal Customer,48,Business travel,Business,8.049107721326406,3,1,1,1,1,4,3,3,3,3,3,1,3,1,1.791759469228055,2.772588722239781,2.4166666666666665,0
Male,Loyal Customer,11,Personal Travel,Eco,6.816735880594968,1,5,1,3,5,1,5,5,4,3,4,4,5,5,0.6931471805599453,1.791759469228055,3.5833333333333335,0
Male,disloyal Customer,23,Business travel,Eco,5.87493073085203,1,5,1,1,2,1,2,2,4,5,5,3,5,2,0.0,0.0,2.75,0
Female,Loyal Customer,53,Business travel,Business,7.371489295214277,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0.0,1.0986122886681098,3.6666666666666665,1
Male,Loyal Customer,36,Business travel,Business,7.4645098346365275,2,2,2,2,2,4,4,3,3,2,3,5,3,3,2.4849066497880004,3.091042453358316,3.0,1
Male,disloyal Customer,24,Business travel,Business,6.431331081933479,5,4,5,1,4,5,1,4,4,4,5,5,5,4,0.0,0.0,4.25,1
Female,disloyal Customer,50,Business travel,Business,7.309212365692763,5,5,5,3,5,5,2,5,4,4,5,3,5,5,0.6931471805599453,1.9459101490553132,4.416666666666667,1
Female,Loyal Customer,21,Business travel,Business,6.968850378341948,3,3,3,3,4,5,4,4,3,2,4,4,4,4,2.8903717578961645,3.4965075614664802,3.6666666666666665,1
Male,Loyal Customer,37,Business travel,Business,7.722234744709607,2,2,2,2,1,4,2,5,5,5,5,5,5,2,0.6931471805599453,0.0,3.5833333333333335,1
Male,Loyal Customer,40,Business travel,Business,8.207401833376355,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0.0,0.0,4.333333333333333,1
Female,Loyal Customer,41,Business travel,Eco,5.996452088619021,2,2,5,2,2,2,2,2,1,5,2,4,4,2,1.9459101490553132,0.0,2.75,1
Male,Loyal Customer,31,Personal Travel,Eco Plus,4.624972813284271,2,4,0,1,3,0,3,3,3,5,5,5,4,3,2.5649493574615367,2.9444389791664403,3.0,0
Female,Loyal Customer,39,Business travel,Business,8.047189562170502,5,5,5,5,2,4,5,5,5,5,5,4,5,4,3.2188758248682006,2.4849066497880004,4.5,1
Female,disloyal Customer,30,Business travel,Eco,7.224753405767971,2,2,2,3,4,2,4,4,4,4,3,1,4,4,0.0,0.0,3.1666666666666665,0
Female,Loyal Customer,50,Business travel,Eco,6.173786103901937,1,3,3,3,1,3,2,1,1,1,1,3,1,3,0.0,0.0,1.75,0
Female,Loyal Customer,48,Business travel,Business,6.920671504248683,5,5,5,5,5,4,5,4,4,4,4,4,4,4,2.3978952727983707,1.9459101490553132,4.333333333333333,1
Female,Loyal Customer,57,Business travel,Eco,6.476972362889683,4,4,4,4,4,1,3,4,4,4,4,5,4,3,3.332204510175204,2.8903717578961645,3.6666666666666665,1
Male,Loyal Customer,33,Business travel,Business,7.655390644826152,5,5,5,5,4,4,4,4,4,2,5,3,4,4,0.6931471805599453,2.70805020110221,4.0,1
Female,Loyal Customer,54,Personal Travel,Eco Plus,5.666426688112432,5,4,5,2,4,5,5,3,3,5,3,3,3,4,0.0,0.0,4.0,1
Male,Loyal Customer,59,Personal Travel,Eco,5.308267697401205,5,1,5,4,2,5,1,2,1,4,3,2,3,2,3.4657359027997265,3.4011973816621555,2.9166666666666665,1
Female,Loyal Customer,63,Personal Travel,Eco,6.79794041297493,1,4,2,3,4,5,4,4,4,2,4,5,4,5,0.6931471805599453,0.0,3.6666666666666665,0
Female,Loyal Customer,67,Business travel,Eco,6.003887067106539,2,2,2,2,3,3,4,2,2,2,2,2,2,4,0.0,0.0,2.5,0
Male,disloyal Customer,39,Business travel,Eco,6.799055862058796,2,2,2,2,5,2,5,5,4,4,3,1,3,5,0.0,0.0,3.4166666666666665,0
Male,Loyal Customer,54,Business travel,Business,7.3395376954076745,1,5,5,5,4,3,3,1,1,2,1,1,1,2,0.0,0.0,2.0833333333333335,0
Female,disloyal Customer,25,Business travel,Business,6.472346294500901,5,0,5,3,3,5,3,3,5,2,4,3,5,3,3.7376696182833684,4.189654742026425,3.8333333333333335,1
Male,Loyal Customer,25,Business travel,Eco,6.748759547491679,0,5,0,4,3,0,3,3,1,2,1,4,3,3,0.0,0.0,1.9166666666666667,1
Female,disloyal Customer,37,Business travel,Eco Plus,5.8522024797744745,2,2,2,2,4,2,4,4,2,2,2,3,3,4,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,56,Personal Travel,Eco,7.218176838403408,3,4,2,4,3,3,3,5,5,2,4,4,5,4,0.0,0.0,3.5833333333333335,0
Female,disloyal Customer,25,Business travel,Eco,6.3835066348840055,4,0,3,5,3,3,3,3,2,3,4,2,5,3,0.0,0.0,3.1666666666666665,1
Male,Loyal Customer,30,Personal Travel,Eco,5.683579767338681,3,4,3,4,3,3,3,3,3,5,5,3,4,3,4.77912349311153,4.762173934797756,3.4166666666666665,0
Female,Loyal Customer,61,Personal Travel,Eco,5.0369526024136295,3,5,3,2,3,5,4,4,4,3,4,5,4,4,4.204692619390966,4.189654742026425,3.8333333333333335,0
Female,Loyal Customer,44,Business travel,Eco Plus,7.336936913707618,3,5,5,5,5,3,4,3,3,3,3,3,3,2,2.6390573296152584,0.6931471805599453,3.3333333333333335,0
Male,Loyal Customer,61,Business travel,Eco,5.099866427824199,5,2,2,2,4,5,4,4,2,3,2,5,4,4,1.0986122886681098,1.9459101490553132,3.6666666666666665,1
Female,Loyal Customer,23,Personal Travel,Eco,5.568344503761097,2,4,2,4,5,2,5,5,1,1,3,4,1,5,0.0,0.0,3.0,0
Male,Loyal Customer,67,Personal Travel,Eco,6.028278520230698,3,3,3,5,3,3,3,3,5,4,4,2,2,3,2.833213344056216,0.0,3.1666666666666665,0
Male,Loyal Customer,61,Personal Travel,Eco,7.1252830915107115,3,5,3,1,2,3,2,2,5,3,4,5,5,2,3.044522437723423,3.4011973816621555,3.25,0
Female,Loyal Customer,44,Business travel,Business,7.4645098346365275,1,2,2,2,5,1,1,1,1,1,1,1,1,2,0.0,0.0,1.5,0
Female,disloyal Customer,20,Business travel,Eco,6.267200548541362,2,2,3,3,2,3,2,2,2,4,3,1,3,2,0.0,0.0,2.4166666666666665,0
Male,Loyal Customer,59,Business travel,Business,7.8582541821860294,4,4,4,4,4,4,4,5,3,4,4,4,4,4,0.0,0.0,4.0,1
Female,Loyal Customer,45,Business travel,Business,7.9017475185201445,3,5,5,5,3,3,3,2,4,2,4,3,1,3,0.0,0.0,3.0,0
Male,Loyal Customer,31,Business travel,Business,7.550135342488429,2,3,3,3,2,2,2,2,4,4,4,3,4,2,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,47,Business travel,Business,8.288031567776464,2,2,2,2,2,5,4,5,5,5,5,4,5,3,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,15,Personal Travel,Eco,7.814399633804487,1,3,1,2,1,3,5,3,5,2,5,5,1,5,0.0,0.0,3.0833333333333335,0
Male,Loyal Customer,41,Business travel,Eco Plus,5.849324779946859,4,3,3,3,4,4,4,4,2,4,4,3,1,4,3.6635616461296463,2.8903717578961645,3.4166666666666665,1
Male,Loyal Customer,67,Personal Travel,Eco,5.823045895483019,2,4,2,2,2,2,2,2,4,3,4,4,4,2,2.302585092994046,0.0,2.75,0
Female,Loyal Customer,54,Business travel,Eco,6.922643891475888,2,2,2,2,4,3,4,2,2,2,2,2,2,3,0.0,0.0,2.5,0
Male,Loyal Customer,43,Personal Travel,Eco,5.823045895483019,3,5,3,4,2,3,2,2,4,2,2,5,3,2,0.0,0.0,2.75,0
Female,Loyal Customer,23,Business travel,Business,7.66105638236183,1,4,2,4,1,1,1,1,1,1,4,4,3,1,1.6094379124341003,0.0,1.75,0
Male,Loyal Customer,36,Business travel,Business,4.948759890378168,3,2,2,2,2,3,4,1,1,1,3,1,1,2,4.48863636973214,4.454347296253507,2.0,0
Male,Loyal Customer,18,Business travel,Business,6.246106765481563,5,5,5,5,4,4,4,4,4,2,4,3,5,4,4.02535169073515,3.8066624897703196,4.0,1
Female,Loyal Customer,8,Personal Travel,Eco,6.855408798609928,1,3,1,2,5,1,2,5,5,5,3,2,1,5,0.0,0.0,3.0,0
Male,Loyal Customer,16,Business travel,Business,5.37989735354046,4,4,4,4,5,5,3,5,4,3,4,1,2,5,0.0,0.0,3.75,1
Female,Loyal Customer,26,Personal Travel,Eco Plus,6.29156913955832,3,4,3,4,3,3,3,3,4,3,4,4,4,3,0.0,0.0,3.3333333333333335,0
Male,Loyal Customer,37,Business travel,Eco,5.262690188904886,5,5,5,5,5,4,5,5,1,1,5,5,4,5,0.0,0.0,4.166666666666667,1
Male,Loyal Customer,53,Business travel,Business,8.138564737261632,3,5,5,5,1,3,3,3,3,3,3,4,3,4,4.174387269895637,3.9512437185814275,3.1666666666666665,0
Male,Loyal Customer,53,Business travel,Business,6.3784261836515865,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0.0,0.0,4.666666666666667,1
Male,Loyal Customer,56,Personal Travel,Eco,6.52795791762255,2,5,2,5,3,2,3,3,4,3,5,4,5,3,0.0,0.0,3.25,0
Female,disloyal Customer,20,Business travel,Eco,4.997212273764115,3,5,3,5,5,3,2,5,2,2,2,3,5,5,0.0,0.0,3.3333333333333335,0
Female,Loyal Customer,61,Personal Travel,Business,5.262690188904886,3,2,3,4,2,3,4,2,2,3,2,1,2,3,0.0,0.0,2.5,0
Male,Loyal Customer,24,Business travel,Business,8.127109185346375,2,2,4,2,2,2,2,2,2,1,4,3,4,2,1.0986122886681098,1.6094379124341003,2.5,0
Female,Loyal Customer,35,Personal Travel,Eco,5.981414211254481,5,5,2,2,2,2,2,2,3,5,4,3,5,2,0.0,1.6094379124341003,3.0833333333333335,1
Female,Loyal Customer,34,Personal Travel,Eco,5.991464547107982,4,5,4,2,2,4,5,2,5,5,2,2,3,2,0.0,0.0,3.3333333333333335,1
Female,Loyal Customer,49,Business travel,Business,5.25227342804663,5,5,5,5,4,5,1,5,5,5,5,1,5,1,0.0,3.332204510175204,3.9166666666666665,1
Male,Loyal Customer,48,Business travel,Eco,6.559615237493242,5,3,3,3,5,5,5,5,5,2,4,2,5,5,2.70805020110221,1.3862943611198906,4.25,1
Male,Loyal Customer,49,Business travel,Eco,6.55250788703459,4,3,3,3,4,4,4,4,3,4,2,2,5,4,1.3862943611198906,2.302585092994046,3.5833333333333335,1
Female,Loyal Customer,36,Business travel,Business,7.974188669286011,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0.0,0.0,4.0,1
Male,Loyal Customer,22,Personal Travel,Business,7.718240951959316,4,4,4,1,4,4,4,4,3,3,4,4,4,4,3.7376696182833684,2.5649493574615367,3.8333333333333335,0
Male,disloyal Customer,31,Business travel,Eco,6.949856455000773,1,1,1,1,4,1,4,4,5,5,2,5,1,4,1.9459101490553132,0.0,3.0833333333333335,0
Female,Loyal Customer,45,Personal Travel,Eco,6.917705609835305,3,4,3,4,4,1,1,3,3,3,3,5,3,4,3.784189633918261,3.6109179126442243,3.0,0
Male,Loyal Customer,44,Business travel,Eco Plus,7.536363938404511,5,5,5,5,4,5,4,4,2,1,4,2,2,4,0.0,3.044522437723423,3.5,1
Male,Loyal Customer,44,Business travel,Business,7.969703583278656,5,5,5,5,2,4,4,5,5,5,5,4,5,5,2.302585092994046,0.0,4.5,1
Female,Loyal Customer,25,Business travel,Business,7.896924656268864,1,1,1,1,1,1,1,1,1,1,4,2,4,1,0.0,0.0,1.5833333333333333,0
Male,Loyal Customer,58,Business travel,Eco Plus,5.099866427824199,1,5,5,5,2,1,2,2,3,3,3,2,3,2,0.0,0.0,2.4166666666666665,0
Female,disloyal Customer,25,Business travel,Business,6.220590170099739,3,5,3,4,1,3,1,1,4,4,5,3,4,1,3.1354942159291497,4.07753744390572,2.75,0
Female,Loyal Customer,44,Business travel,Eco,5.645446897643238,5,3,2,3,1,4,1,5,5,5,5,4,5,2,0.0,0.0,3.6666666666666665,1
Male,Loyal Customer,44,Business travel,Eco,5.662960480135946,4,5,5,5,4,4,4,4,5,5,3,5,5,4,0.0,0.0,4.333333333333333,1
Male,Loyal Customer,29,Business travel,Business,7.8328075165248645,4,4,4,4,5,5,5,5,4,4,5,4,4,5,3.091042453358316,2.1972245773362196,4.5,1
Male,Loyal Customer,48,Business travel,Business,7.820840879907344,5,5,5,5,5,4,5,5,5,5,5,3,5,5,0.0,0.0,4.75,1
Female,Loyal Customer,26,Personal Travel,Eco,6.175867270105761,3,1,5,3,1,5,1,1,4,4,4,3,3,1,3.332204510175204,2.8903717578961645,2.9166666666666665,0
Female,Loyal Customer,29,Business travel,Business,7.379008127628304,2,5,5,5,2,2,2,2,3,4,4,1,3,2,0.0,2.1972245773362196,2.6666666666666665,0
